Name,p_c_Account__r.p_c_ExternalID__c,P_C_CHECKBOX__C,P_C_CURRENCY__C,P_C_DATE__C,P_C_DATETIME__C,P_C_MULTIPICKLIST__C,P_C_NUMBER__C,P_C_PERCENT__C,P_C_PHONENUMBER__C,P_C_PICKLIST__C,P_C_TEXT__C,P_C_TEXTAREA__C,P_C_TEXTAREARICH__C,P_C_TEXTENCRYPTED__C,P_C_URL__C,P_C_EMAIL__C,p_c_ExternalID__c,p_c_Contact__r.p_c_ExternalID__c,p_c_customobj_contact2__r.p_c_ExternalID__c
Copilot_Cust.Contact1.11,IBM Corp Data Systems Div,FALSE,200,-1,-1,MPvalue1;MPvalue6,125,93,121216,Pvalue5,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto010,0031a000002kj04AAA,ContObj2.Copilot_Auto000
Copilot_Cust.Contact1.12,Via Systems,FALSE,200,-1,-1,MPvalue1;MPvalue7,126,94,121217,Pvalue6,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto011,0031a000002kj0AAAQ,ContObj2.Copilot_Auto001
Copilot_Cust.Contact1.13,IBIS Systems Inc.,FALSE,200,-1,-1,MPvalue1;MPvalue8,127,95,121218,Pvalue7,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto012,0031a000002kj0LAAQ,ContObj2.Copilot_Auto002
Copilot_Cust.Contact1.14,Galbreath Co,FALSE,200,-1,-1,MPvalue1;MPvalue9,128,96,121219,Pvalue8,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto013,0031a000002kj0tAAA,ContObj2.Copilot_Auto003
Copilot_Cust.Contact1.15,Back Stage Magazine,FALSE,200,-1,-1,MPvalue1;MPvalue10,129,97,121220,Pvalue9,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto014,0031a000002kj17AAA,ContObj2.Copilot_Auto004
Copilot_Cust.Contact1.16,Cadbury Beverages Div Cadbury,TRUE,200,-1,-1,MPvalue1;MPvalue11,130,98,121221,Pvalue10,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto015,0031a000002kj1bAAA,ContObj2.Copilot_Auto005
Copilot_Cust.Contact1.17,Lafferty RF & Co Inc,TRUE,200,-1,-1,MPvalue1;MPvalue12,131,99,121222,Pvalue11,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto016,0031a000002kj1fAAA,ContObj2.Copilot_Auto006
Copilot_Cust.Contact1.18,O-Cel-O Div General Mills Inc.,TRUE,200,-1,-1,MPvalue1;MPvalue13,132,100,121223,Pvalue12,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto017,0031a000002kj1yAAA,ContObj2.Copilot_Auto007
Copilot_Cust.Contact1.19,Fedder RP Corp,TRUE,200,-1,-1,MPvalue1;MPvalue14,133,101,121224,Pvalue13,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto018,0031a000002kj2AAAQ,ContObj2.Copilot_Auto008
Copilot_Cust.Contact1.20,Ferrara Foods & Confections,TRUE,200,-1,-1,MPvalue1;MPvalue15,134,102,121225,Pvalue14,p_c_Text,p_c_Textarea,<b>p_c_TextAreaRich</b>,TextEncrypted,p_c_URL,autotest@automation.gainsighttest.com,ContObj1.Copilot_Auto019,0031a000002kj2WAAQ,ContObj2.Copilot_Auto009
