Name,Copilot_Contact_Obj1_ExternalID__c,Copilot_Contact_Obj1_Contact__r.Copilot_Contact_ExternalID__c,Copilot_Contact_Obj1_Contact_Obj2__r.Copilot_Contact_Obj2_ExternalID__c,Copilot_Contact_Obj1_Account__r.Copilot_Account_ExternalID__c,Copilot_Contact_Obj1_CHECKBOX__C,Copilot_Contact_Obj1_CURRENCY__C,Copilot_Contact_Obj1_DATE__C,Copilot_Contact_Obj1_DATETIME__C,Copilot_Contact_Obj1_MULTIPICKLIST__C,Copilot_Contact_Obj1_NUMBER__C,Copilot_Contact_Obj1_PERCENT__C,Copilot_Contact_Obj1_PHONENUMBER__C,Copilot_Contact_Obj1_PICKLIST__C,Copilot_Contact_Obj1_TEXT__C,Copilot_Contact_Obj1_TEXTAREA__C,Copilot_Contact_Obj1_TEXTAREARICH__C,Copilot_Contact_Obj1_TEXTENCRYPTED__C,Copilot_Contact_Obj1_URL__C,Copilot_Contact_Obj1_EMAIL__C
Copilot_ConObj1_Con11,Copilot_ConObj1_Con11,,Copilot_ConObj2_001,Copilot_AccAuto011,FALSE,200,-1,-1,MPvalue1;MPvalue6,125,93,121216,Pvalue5,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con12,Copilot_ConObj1_Con12,,,Copilot_AccAuto012,FALSE,200,-1,-1,MPvalue1;MPvalue7,126,94,121217,Pvalue6,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con13,Copilot_ConObj1_Con13,,Copilot_ConObj2_001,Copilot_AccAuto013,FALSE,200,-1,-1,MPvalue1;MPvalue8,127,95,121218,Pvalue7,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con14,Copilot_ConObj1_Con14,,Copilot_ConObj2_002,Copilot_AccAuto014,FALSE,200,-1,-1,MPvalue1;MPvalue9,128,96,121219,Pvalue8,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con15,Copilot_ConObj1_Con15,CopilotAc015Con003,Copilot_ConObj2_004,Copilot_AccAuto015,FALSE,200,-1,-1,MPvalue1;MPvalue10,129,97,121220,Pvalue9,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con16,Copilot_ConObj1_Con16,CopilotAc016Con003,Copilot_ConObj2_005,Copilot_AccAuto016,TRUE,200,-1,-1,MPvalue1;MPvalue11,130,98,121221,Pvalue10,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con17,Copilot_ConObj1_Con17,CopilotAc017Con003,Copilot_ConObj2_006,Copilot_AccAuto017,TRUE,200,-1,-1,MPvalue1;MPvalue12,131,99,121222,Pvalue11,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con18,Copilot_ConObj1_Con18,CopilotAc018Con003,Copilot_ConObj2_007,Copilot_AccAuto018,TRUE,200,-1,-1,MPvalue1;MPvalue13,132,100,121223,Pvalue12,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con19,Copilot_ConObj1_Con19,CopilotAc019Con003,Copilot_ConObj2_008,Copilot_AccAuto019,TRUE,200,-1,-1,MPvalue1;MPvalue14,133,101,121224,Pvalue13,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
Copilot_ConObj1_Con20,Copilot_ConObj1_Con20,,Copilot_ConObj2_009,Copilot_AccAuto020,TRUE,200,-1,-1,MPvalue1;MPvalue15,134,102,121225,Pvalue14,Copilot_Contact_Obj1_Text,Copilot_Contact_Obj1_Textarea,<b>Copilot_Contact_Obj1_TextAreaRich</b>,TextEncrypted,Copilot_Contact_Obj1_URL,autotest@automation.gainsighttest.com
