Account.p_c_ExternalID__c,LastName,FirstName,MAILINGSTREET,MAILINGCITY,MAILINGSTATE,MAILINGPOSTALCODE,MAILINGCOUNTRY,FAX,ASSISTANTPHONE,EMAIL,ASSISTANTNAME,LEADSOURCE,BIRTHDATE,DESCRIPTION,HASOPTEDOUTOFEMAIL,DONOTCALL,P_C_CHECKBOX__C,P_C_CURRENCY__C,P_C_DATE__C,P_C_DATETIME__C,P_C_MULTIPICKLIST__C,P_C_NUMBER__C,P_C_PERCENT__C,P_C_PHONENUMBER__C,P_C_PICKLIST__C,P_C_TEXT__C,P_C_TEXTAREA__C,P_C_TEXTAREARICH__C,P_C_TEXTENCRYPTED__C,P_C_URL__C,P_C_EMAIL__C,p_c_ExternalID__c,p_c_Case__r.p_c_ExternalID__c,p_c_customobj_contact2__r.p_c_ExternalID__c
Facts on File Newsletter,Facts  Kilari,Murali Krishna,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lcAAA,Case.Copilot_Auto005,ContObj2.Copilot_Auto005
Facts on File Newsletter,Facts  Kavali,Murthy,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0ldAAA,Case.Copilot_Auto006,ContObj2.Copilot_Auto006
Facts on File Newsletter,Facts  Sumesh,Narayanan,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0leAAA,Case.Copilot_Auto007,ContObj2.Copilot_Auto007
Facts on File Newsletter,Facts  Dalal,Pawel,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lfAAA,Case.Copilot_Auto008,ContObj2.Copilot_Auto008
Facts on File Newsletter,Facts  Parthiban,Periasami,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lgAAA,Case.Copilot_Auto009,ContObj2.Copilot_Auto009
Facts on File Newsletter,Facts  Saraswathi,Pradeep,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lhAAA,Case.Copilot_Auto000,ContObj2.Copilot_Auto000
Facts on File Newsletter,Facts  Mendu,Prashanthi,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0liAAA,Case.Copilot_Auto001,ContObj2.Copilot_Auto001
Facts on File Newsletter,Facts  Avinash,Pulimi,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0ljAAA,Case.Copilot_Auto002,ContObj2.Copilot_Auto002
Facts on File Newsletter,Facts  Kuditipudi,Raja,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lkAAA,Case.Copilot_Auto003,ContObj2.Copilot_Auto003
Facts on File Newsletter,Facts  Yaddanapalli,Rajesh,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0llAAA,Case.Copilot_Auto004,ContObj2.Copilot_Auto004
Facts on File Newsletter,Facts  Bankuru,Ramesh,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lmAAA,Case.Copilot_Auto005,ContObj2.Copilot_Auto005
Facts on File Newsletter,Facts  Gurram,Ranjith Kumar,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lnAAA,Case.Copilot_Auto006,ContObj2.Copilot_Auto006
Facts on File Newsletter,Facts  Ravela,Renetha,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0loAAA,Case.Copilot_Auto007,ContObj2.Copilot_Auto007
Facts on File Newsletter,Facts  Dugar,Sandeep,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lpAAA,Case.Copilot_Auto008,ContObj2.Copilot_Auto008
Facts on File Newsletter,Facts  Dontharaju,Sandy,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lqAAA,Case.Copilot_Auto009,ContObj2.Copilot_Auto009
Facts on File Newsletter,Facts  Thounajam,Santa,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lrAAA,Case.Copilot_Auto000,ContObj2.Copilot_Auto000
Facts on File Newsletter,Facts  Chikoti,Santosh,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lsAAA,Case.Copilot_Auto001,ContObj2.Copilot_Auto001
Facts on File Newsletter,Facts  Gutha,Siddhartha,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0ltAAA,Case.Copilot_Auto002,ContObj2.Copilot_Auto002
Facts on File Newsletter,Facts  Nasika,Siva Prasad,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0luAAA,Case.Copilot_Auto003,ContObj2.Copilot_Auto003
Facts on File Newsletter,Facts  Jha,Sneha,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0lzAAA,Case.Copilot_Auto004,ContObj2.Copilot_Auto004
PacDevco Inc,PacDevco  Rallapalli,Sri Vidya,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m0AAA,Case.Copilot_Auto005,ContObj2.Copilot_Auto005
PacDevco Inc,PacDevco  Pulagam,Srinivas,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m1AAA,Case.Copilot_Auto006,ContObj2.Copilot_Auto006
PacDevco Inc,PacDevco  Padmanabhan,Sunand,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m2AAA,Case.Copilot_Auto007,ContObj2.Copilot_Auto007
PacDevco Inc,PacDevco  Agrawal,Swatantra ,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m3AAA,Case.Copilot_Auto008,ContObj2.Copilot_Auto008
PacDevco Inc,PacDevco  Parava,Swetha,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m4AAA,Case.Copilot_Auto009,ContObj2.Copilot_Auto009
PacDevco Inc,PacDevco  Gali,Ugesh,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m5AAA,Case.Copilot_Auto000,ContObj2.Copilot_Auto000
PacDevco Inc,PacDevco  Thumalapalli,Ramanjaneya Kumar ,Street,City,Telangana,636007,India,1212Ass,12121212,testcase1@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m6AAA,Case.Copilot_Auto001,ContObj2.Copilot_Auto001
PacDevco Inc,PacDevco  Sundaresan,Vellaichamy,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m7AAA,Case.Copilot_Auto002,ContObj2.Copilot_Auto002
PacDevco Inc,PacDevco  Gayam,Santosh Reddy,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0m8AAA,Case.Copilot_Auto003,ContObj2.Copilot_Auto003
PacDevco Inc,PacDevco  Pucchakayala,Raj Kiran,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mHAAQ,Case.Copilot_Auto004,ContObj2.Copilot_Auto004
PacDevco Inc,PacDevco  Gunasekaran,Suresh,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mJAAQ,Case.Copilot_Auto005,ContObj2.Copilot_Auto005
PacDevco Inc,PacDevco  Pulluri,Sai Ram,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mKAAQ,Case.Copilot_Auto006,ContObj2.Copilot_Auto006
PacDevco Inc,PacDevco  Burle,Ganesh,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mLAAQ,Case.Copilot_Auto007,ContObj2.Copilot_Auto007
PacDevco Inc,PacDevco  Kamsali,Bindhu Madhavi ,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mMAAQ,Case.Copilot_Auto008,ContObj2.Copilot_Auto008
PacDevco Inc,PacDevco  Kalisipudi,Ramya,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mNAAQ,Case.Copilot_Auto009,ContObj2.Copilot_Auto009
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,Street,City,Telangana,636007,India,1212Ass,12121212,testCopilot@automation.gainsighttest.com,Assistant Name,Partner Referral,-1,sample Desciprtion,FALSE,TRUE,FALSE,1212,-1,-1,MPvalue1;MPvalue2,1212,12,111222,Pvalue1,text,texttexttext,<u><i>texttexttexttext</i></u>text,Encryptedtext,http://www.google.com,testCopilot@automation.gainsighttest.com,0031a000001h0mOAAQ,Case.Copilot_Auto000,ContObj2.Copilot_Auto000
